"","year","State","District","Politician","Politician_Party","Politician_Vote_Share","Opp","Opp_Party","Opp_Vote_Share","Unopposed","Wiki_Missing","Close_Election","Leg_Body"
"12738",1926,"Illinois","23","William W. Arnold","100",55.9,"Erastus D. Telford ","200",43.3,0,0,0,2
"12739",1926,"Illinois","24","Thomas S. Williams","200",56.1,"John M. Karns ","100",43.9,0,0,0,2
"12740",1926,"Illinois","25","Edward E. Denison","200",59.6,"A. F. Gourley ","100",40.4,0,0,0,2
"12741",1928,"Illinois","1","Oscar Stanton De Priest","200",47.8,"Harry Baker ","100",40.3,0,0,0,2
"12742",1928,"Illinois","2","Morton D. Hull","200",62.1,"Michael C. Walsh ","100",37.9,0,0,0,2
"12743",1928,"Illinois","3","Elliott W. Sproul","200",51.4,"Henry P. Bergen ","100",48.6,0,0,0,2
"12744",1928,"Illinois","4","Thomas A. Doyle","100",64.3,"Frank G. Zelezinski ","200",35.7,0,0,0,2
"12745",1928,"Illinois","5","Adolph J. Sabath","100",69.8,"Edward J. Gates ","200",29.9,0,0,0,2
"12746",1928,"Illinois","6","James T. Igoe","100",60.3,"Samuel L. Golan ","200",39.7,0,0,0,2
"12747",1928,"Illinois","7","M. Alfred Michaelson","200",57.8,"Emil Selten ","100",42.2,0,0,0,2
"12748",1928,"Illinois","8","Stanley H. Kunz","100",70.8,"Edward Walz ","200",29.2,0,0,0,2
"12749",1928,"Illinois","9","Frederick A. Britten","200",62,"James T. McDermott ","100",37.8,0,0,0,2
"12750",1928,"Illinois","10","Carl R. Chindblom","200",62.6,"Joseph A. Weber ","100",37.4,0,0,0,2
"12751",1928,"Illinois","11","Frank R. Reid","200",68.9,"Edwin L. Wilson ","100",31.1,0,0,0,2
"12752",1928,"Illinois","12","John T. Buckbee","200",73.8,"Jules Vallatt ","100",26.2,0,0,0,2
"12753",1928,"Illinois","13","William Richard Johnson","200",73.7,"William G. Curtis ","100",26.2,0,0,0,2
"12754",1928,"Illinois","14","John Clayton Allen","200",64.3,"William H. Hartzell ","100",35.7,0,0,0,2
"12755",1928,"Illinois","15","Edward John King","200",64.2,"James H. Andrews ","100",35.8,0,0,0,2
"12756",1928,"Illinois","16","William E. Hull","200",61.1,"George H. Rickenberger ","100",38.9,0,0,0,2
"12757",1928,"Illinois","17","Homer W. Hall","200",65,"Frank Gillespie ","100",35,0,0,0,2
"12758",1928,"Illinois","18","William P. Holaday","200",62,"James H. Elliott ","100",38,0,0,0,2
"12759",1928,"Illinois","19","Charles Adkins","200",66.2,"W. W. Reeves ","100",33.8,0,0,0,2
"12760",1928,"Illinois","20","Henry T. Rainey","100",56,"E. T. Hunter ","200",43.9,0,0,0,2
"12761",1928,"Illinois","21","Frank M. Ramey","200",50.1,"J. Earl Major ","100",49.9,0,0,1,2
"12762",1928,"Illinois","22","Edward M. Irwin","200",56,"Eugene W. Kreitner ","100",44,0,0,0,2
"12763",1928,"Illinois","23","William W. Arnold","100",53.9,"C. T. Wade ","200",46.1,0,0,0,2
"12764",1928,"Illinois","24","Thomas S. Williams","200",58.4,"Val B. Campbell ","100",41.6,0,0,0,2
"12765",1928,"Illinois","25","Edward E. Denison","200",54.4,"A. F. Gourley ","100",45.6,0,0,0,2
"12766",1928,"Illinois","at-large","nowrap | Ruth Hanna McCormick","200",30,"Richard Yates, Jr. ","200",29.4,0,0,1,2
"12767",1932,"Illinois","1","Oscar Stanton De Priest","200",54.8,"Harry Baker ","100",43.9,0,0,0,2
"12768",1932,"Illinois","2","P. H. Moynihan","200",50.8,"Victor L. Schlaeger ","100",45.7,0,0,0,2
"12769",1932,"Illinois","3","Edward A. Kelly","100",55.8,"Elliott W. Sproul ","200",44.2,0,0,0,2
"12770",1932,"Illinois","4","Harry P. Beam","100",74.2,"Casimer T. Janowski ","200",25.8,0,0,0,2
"12771",1932,"Illinois","5","Adolph J. Sabath","100",70.9,"Samuel S. Epstein ","200",28.3,0,0,0,2
"12772",1932,"Illinois","6","Thomas J. O'Brien","100",63.2,"Alfred F. Rueben ","200",36.8,0,0,0,2
"12773",1932,"Illinois","7","Leonard W. Schuetz","100",58.1,"M. A. Michaelson ","200",41.1,0,0,0,2
"12774",1932,"Illinois","8","Leo Kocialkowski","100",72.2,"Peter C. Granata ","200",27.8,0,0,0,2
"12775",1932,"Illinois","9","Frederick A. Britten","200",52,"James McAndrews ","100",47.3,0,0,0,2
"12776",1932,"Illinois","10","James Simpson, Jr.","200",41.1,"Charles H. Weber ","100",40.6,0,0,1,2
"12777",1932,"Illinois","11","Frank R. Reid","200",50.4,"James A. Howell ","100",49.6,0,0,1,2
"12778",1932,"Illinois","12","John T. Buckbee","200",53.1,"Charles H. Linscott ","100",46.9,0,0,0,2
"12779",1932,"Illinois","13","Leo E. Allen","200",56.1,"Orestes H. Wright ","100",43.9,0,0,0,2
"12780",1932,"Illinois","14","Chester Thompson","100",53.9,"John Clayton Allen ","200",46.1,0,0,0,2
"12781",1932,"Illinois","15","J. Leroy Adair","100",56.9,"Burnett M. Chiperfield ","200",43.1,0,0,0,2
"12782",1932,"Illinois","16","Everett Dirksen","200",60.3,"Edwin S. Carr ","100",39.7,0,0,0,2
"12783",1932,"Illinois","17","Frank Gillespie","100",53.5,"Homer W. Hall ","200",46.5,0,0,0,2
"12784",1932,"Illinois","18","James A. Meeks","100",56.6,"William P. Holaday ","200",43.4,0,0,0,2
"12785",1932,"Illinois","19","Donald C. Dobbins","100",57.7,"Charles Adkins ","200",42.3,0,0,0,2
"12786",1932,"Illinois","20","Henry T. Rainey","100",63.8,"William J. Thornton ","200",36.2,0,0,0,2
"12787",1932,"Illinois","21","J. Earl Major","100",59.8,"Roy M. Seeley ","200",40.1,0,0,0,2
"12788",1932,"Illinois","22","Edwin M. Schaefer","100",63.8,"Stewart Campbell ","200",36.2,0,0,0,2
"12789",1932,"Illinois","23","William W. Arnold","100",64.3,"T. Edward Austin ","200",35.7,0,0,0,2
"12790",1932,"Illinois","24","Claude V. Parsons","100",58.8,"Arthur A. Miles ","200",41.2,0,0,0,2
"12791",1932,"Illinois","25","Kent E. Keller","100",59.6,"Edward E. Denison ","200",40.4,0,0,0,2
"12792",1936,"Illinois","1","Arthur W. Mitchell","100",55.1,"Oscar Stanton De Priest ","200",44.6,0,0,0,2
"12793",1936,"Illinois","2","Raymond S. McKeough","100",55.6,"P. H. Moynihan ","200",44.4,0,0,0,2
"12794",1936,"Illinois","3","Edward A. Kelly","100",59.2,"Frank M. Fulton ","200",40.3,0,0,0,2
"12795",1936,"Illinois","4","Harry P. Beam","100",80.8,"Irene A. Tomas ","200",19.2,0,0,0,2
"12796",1936,"Illinois","5","Adolph J. Sabath","100",77.4,"Max Price ","200",22.6,0,0,0,2
"12797",1936,"Illinois","6","Thomas J. O'Brien","100",65.5,"Frederick A. Virkus ","200",34.5,0,0,0,2
"12798",1936,"Illinois","7","Leonard W. Schuetz","100",59.1,"James C. Moreland ","200",37.7,0,0,0,2
"12799",1936,"Illinois","8","Leo Kocialkowski","100",78.6,"Edward Richard Piszatowski ","200",20.4,0,0,0,2
"12800",1936,"Illinois","9","James McAndrews","100",59.2,"Bertha Baur ","200",40.8,0,0,0,2
"12801",1936,"Illinois","10","Ralph E. Church","200",51.4,"Charles J. Wightman ","100",45.5,0,0,0,2
"12802",1936,"Illinois","11","Chauncey W. Reed","200",56,"John R. Barber ","100",44,0,0,0,2
"12803",1936,"Illinois","12","Noah M. Mason","200",51.6,"D. O. Thompson ","100",43.1,0,0,0,2
"12804",1936,"Illinois","13","Leo E. Allen","200",58.4,"David L. Trunck ","100",41.6,0,0,0,2
"12805",1936,"Illinois","14","Chester C. Thompson","100",54.4,"Clinton Searle ","200",45.6,0,0,0,2
"12806",1936,"Illinois","15","Lewis L. Boyer","100",49.4,"Joe E. Anderson ","200",48.3,0,0,1,2
"12807",1936,"Illinois","16","Everett Dirksen","200",53.2,"Charles C. Dickman ","100",46.8,0,0,0,2
"12808",1936,"Illinois","17","Leslie C. Arends","200",52.6,"Frank Gillespie ","100",47.4,0,0,0,2
"12809",1936,"Illinois","18","James A. Meeks","100",53.8,"High M. Luckey ","200",46.2,0,0,0,2
"12810",1936,"Illinois","19","Hugh M. Rigney","100",55.7,"William H. Wheat ","200",44.3,0,0,0,2
"12811",1936,"Illinois","20","Scott W. Lucas","100",56.7,"Harry C. Montgomery ","200",43.3,0,0,0,2
"12812",1936,"Illinois","21","Frank W. Fries","100",51.7,"Frank M. Ramey ","200",48.2,0,0,0,2
"12813",1936,"Illinois","22","Edwin M. Schaefer","100",59.1,"Jesse R. Brown ","200",40.9,0,0,0,2
"12814",1936,"Illinois","23","Laurence F. Arnold","100",55.2,"Ben O. Sumner ","200",44.8,0,0,0,2
"12815",1936,"Illinois","24","Claude V. Parsons","100",51.7,"W. A. Spence ","200",48.3,0,0,0,2
"12816",1936,"Illinois","25","Kent E. Keller","100",53.9,"J. Lester Buford ","200",46.1,0,0,0,2
"12817",1936,"Illinois",NA,"Lewis M. Long","100",27.8,"Edwin V. Champion ","100",27.4,0,0,1,2
"12818",1938,"Illinois","1","Arthur W. Mitchell","100",53.4,"William L. Dawson ","200",46.6,0,0,0,2
"12819",1938,"Illinois","2","Raymond S. McKeough","100",54.4,"Noble W. Lee ","200",45.6,0,0,0,2
"12820",1938,"Illinois","3","Edward A. Kelly","100",56,"Goodwin L. Dosland ","200",44,0,0,0,2
"12821",1938,"Illinois","4","Harry P. Beam","100",76.4,"Dominic M. Janec, Jr. ","200",23.6,0,0,0,2
"12822",1938,"Illinois","5","Adolph J. Sabath","100",74.8,"Max Price ","200",25.2,0,0,0,2
"12823",1938,"Illinois","6","A. F. Maciejewski","100",58.7,"Robert Isham Randolph ","200",41.3,0,0,0,2
"12824",1938,"Illinois","7","Leonard W. Schuetz","100",54.3,"James C. Moreland ","200",45.7,0,0,0,2
"12825",1938,"Illinois","8","Leo Kocialkowski","100",75.3,"Rena E. Pikiel ","200",24.7,0,0,0,2
"12826",1938,"Illinois","9","James McAndrews","100",52.7,"Charles S. Dewey ","200",47.3,0,0,0,2
"12827",1938,"Illinois","10","Ralph E. Church","200",58.1,"Joseph F. Elward ","100",41.9,0,0,0,2
"12828",1938,"Illinois","11","Chauncey W. Reed","200",65.9,"William J. Bossingham ","100",34.1,0,0,0,2
"12829",1938,"Illinois","12","Noah M. Mason","200",60.7,"Edward C. Hunter ","100",39.3,0,0,0,2
"12830",1938,"Illinois","13","Leo E. Allen","200",65.6,"Theodore A. Secker ","100",34.4,0,0,0,2
"12831",1938,"Illinois","14","Anton J. Johnson","200",51.5,"Chester Thompson ","100",48.5,0,0,0,2
"12832",1938,"Illinois","15","Robert B. Chiperfield","200",54.5,"Lewis L. Boyer ","100",45.5,0,0,0,2
"12833",1938,"Illinois","16","Everett Dirksen","200",63.5,"James C. Dillon ","100",36.5,0,0,0,2
"12834",1938,"Illinois","17","Leslie C. Arends","200",60.9,"Thomas V. Watson ","100",39.1,0,0,0,2
"12835",1938,"Illinois","18","Jessie Sumner","200",55.3,"James A. Meeks ","100",44.7,0,0,0,2
"12836",1938,"Illinois","19","William H. Wheat","200",51.5,"Hugh M. Rigney ","100",48.5,0,0,0,2
"12837",1938,"Illinois","20","James M. Barnes","100",55.4,"Stuart E. Pierson ","200",44.6,0,0,0,2
"12838",1938,"Illinois","21","Frank W. Fries","100",50.3,"Frank M. Ramey ","200",49.7,0,0,1,2
"12839",1938,"Illinois","22","Edwin M. Schaefer","100",52.4,"Jesse R. Brown ","200",47.6,0,0,0,2
"12840",1938,"Illinois","23","Laurence F. Arnold","100",53.8,"O. A. James ","200",46.2,0,0,0,2
"12841",1938,"Illinois","24","Claude V. Parsons","100",51.1,"R. R. Randolph ","200",48.9,0,0,0,2
"12842",1938,"Illinois","25","Kent E. Keller","100",52.3,"R. G. Crisenberry ","200",47.7,0,0,0,2
"12843",1938,"Illinois",NA,"Thomas Vernor Smith","100",25.9,"John C. Martin ","100",25.7,0,0,1,2
"12844",1940,"Illinois","1","Arthur W. Mitchell","100",52.7,"William E. King ","200",46.7,0,0,0,2
"12845",1940,"Illinois","2","Raymond S. McKeough","100",51.4,"P. H. Moynihan ","200",48.6,0,0,0,2
"12846",1940,"Illinois","3","Edward A. Kelly","100",51.1,"Waldemar J. Roehler ","200",48.9,0,0,0,2
"12847",1940,"Illinois","4","Harry P. Beam","100",77.4,"Henry F. Schmudde ","200",NA,0,0,NA,2
"12848",1940,"Illinois","5","Adolph J. Sabath","100",71,"Martin Dykema ","200",29,0,0,0,2
"12849",1940,"Illinois","6","A. F. Maciejewski","100",56.2,"Joseph Wagner ","200",43.8,0,0,0,2
"12850",1940,"Illinois","7","Leonard W. Schuetz","100",50.9,"James G. Moreland ","200",49.1,0,0,1,2
"12851",1940,"Illinois","8","Leo Kocialkowski","100",78.1,"Anthony V. Champagne ","200",21.9,0,0,0,2
"12852",1940,"Illinois","9","Charles S. Dewey","200",53.3,"James McAndrews ","100",46.7,0,0,0,2
"12853",1940,"Illinois","11","Chauncey W. Reed","200",64.6,"Edgar O. Eakin ","100",35.4,0,0,0,2
"12854",1940,"Illinois","12","Noah M. Mason","200",60.6,"August C. Engh ","100",39.4,0,0,0,2
"12855",1940,"Illinois","13","Leo E. Allen","200",67.6,"John B. Hayes ","100",32.4,0,0,0,2
"12856",1940,"Illinois","14","Anton J. Johnson","200",52.3,"Forest Dizotell ","100",47.7,0,0,0,2
"12857",1940,"Illinois","15","Robert B. Chiperfield","200",56.4,"Russell M. Gunn ","100",43.6,0,0,0,2
"12858",1940,"Illinois","16","Everett Dirksen","200",58.1,"M. R. Clark ","100",41.9,0,0,0,2
"12859",1940,"Illinois","17","Leslie C. Arends","200",61.1,"J. Joseph Pitts ","100",38.9,0,0,0,2
"12860",1940,"Illinois","18","Jessie Sumner","200",53.2,"James A. Meeks ","100",46.8,0,0,0,2
"12861",1940,"Illinois","19","William H. Wheat","200",50.6,"Alfred D. Huston ","100",49.4,0,0,1,2
"12862",1940,"Illinois","20","James M. Barnes","100",51.7,"Hardin E. Hanks ","200",48.3,0,0,0,2
"12863",1940,"Illinois","21","George Evan Howell","200",51.6,"Frank W. Fries ","100",48.4,0,0,0,2
"12864",1940,"Illinois","22","Edwin M. Schaefer","100",53.8,"Calvin D. Johnson ","200",46.2,0,0,0,2
"12865",1940,"Illinois","23","Laurence F. Arnold","100",51,"Ben O. Sumner ","200",49,0,0,1,2
"12866",1940,"Illinois","24","James V. Heidinger","200",53.6,"Claude V. Parsons ","100",46.4,0,0,0,2
"12867",1940,"Illinois","25","C. W. Bishop","200",50.5,"Kent E. Keller ","100",49.5,0,0,1,2
"12868",1940,"Illinois","at-large","William Stratton","200",25.7,"Stephen A. Day ","200",25.3,0,0,1,2
"12869",1942,"Illinois","1","William L. Dawson","100",52.8,"William E. King ","200",47.2,0,0,0,2
"12870",1942,"Illinois","2","William A. Rowan","100",50.8,"Thomas J. Downs ","200",49.2,0,0,1,2
"12871",1942,"Illinois","3","Fred E. Busbey","200",51.3,"Edward A. Kelly ","100",48.7,0,0,0,2
"12872",1942,"Illinois","4","Martin Gorski","100",78.7,"Arthur J. Rutshaw ","200",21.3,0,0,0,2
"12873",1942,"Illinois","5","Adolph J. Sabath","100",72.2,"Clem Graver ","200",27.8,0,0,0,2
"12874",1942,"Illinois","6","Thomas J. O'Brien","100",57.4,"Raymond E. Trafelet ","200",42.6,0,0,0,2
"12875",1942,"Illinois","7","Leonard W. Schuetz","100",50.3,"James C. Moreland ","200",49.7,0,0,1,2
"12876",1942,"Illinois","8","Thomas S. Gordon","100",78.8,"Rena E. Pikiel ","200",21.2,0,0,0,2
"12877",1942,"Illinois","9","Charles S. Dewey","200",51.3,"Irwin N. Walker ","100",48.7,0,0,0,2
"12878",1942,"Illinois","10","Ralph E. Church","200",63,"Jack Bairstow ","100",37,0,0,0,2
"12879",1942,"Illinois","11","Chauncey W. Reed","200",71,"Joseph S. Perry ","100",29,0,0,0,2
"12880",1942,"Illinois","12","Noah M. Mason","200",71.4,"Tony R. Berrettini ","100",28.6,0,0,0,2
"12881",1942,"Illinois","13","Leo E. Allen","200",79.4,"Michael M. Kinney ","100",20.6,0,0,0,2
"12882",1942,"Illinois","14","Anton J. Johnson","200",59.3,"Robert M. Harper ","100",40.7,0,0,0,2
"12883",1942,"Illinois","15","Robert B. Chiperfield","200",62.1,"Montgomery B. Carrott ","100",37.9,0,0,0,2
"12884",1942,"Illinois","16","Everett Dirksen","200",68.8,"James D. Carrigan ","100",31.2,0,0,0,2
"12885",1942,"Illinois","17","Leslie C. Arends","200",72.4,"Frank Gillespie ","100",27.6,0,0,0,2
"12886",1942,"Illinois","18","Jessie Sumner","200",62.4,"Fred E. Butcher ","100",37.6,0,0,0,2
"12887",1942,"Illinois","19","William H. Wheat","200",57.3,"Alfred D. Huston ","100",42.7,0,0,0,2
"12888",1942,"Illinois","20","Sid Simpson","200",51,"James M. Barnes ","100",49,0,0,1,2
"12889",1942,"Illinois","21","George Evan Howell","200",58.1,"William P. Roberts ","100",41.9,0,0,0,2
"12890",1942,"Illinois","22","Calvin D. Johnson","200",55.7,"Harry C. Odum ","100",44.3,0,0,0,2
"12891",1942,"Illinois","23","Charles W. Vursell","200",52.7,"Laurence F. Arnold ","100",47.3,0,0,0,2
"12892",1942,"Illinois","24","James V. Heidinger","200",58.4,"Leroy Barham ","100",41.6,0,0,0,2
"12893",1942,"Illinois","25","C. W. Bishop","200",55.1,"Kent E. Keller ","100",44.9,0,0,0,2
"12894",1942,"Illinois",NA,"Stephen A. Day","200",51.3,"Benjamin S. Adamowski ","100",48.3,0,0,0,2
"12895",1944,"Illinois","19","Rolla C. McMillen","200",98.7,"Unopposed",NA,NA,0,0,NA,2
"12896",1944,"Illinois","1","William L. Dawson","100",62,"William E. King ","200",38,0,0,0,2
"12897",1944,"Illinois","2","William A. Rowan","100",57.3,"Thomas J. Downs ","200",42.7,0,0,0,2
"12898",1944,"Illinois","3","Edward A. Kelly","100",52,"Fred E. Busbey ","200",48,0,0,0,2
"12899",1944,"Illinois","4","Martin Gorski","100",80.4,"Leo J. Kozicki ","200",19.6,0,0,0,2
"12900",1944,"Illinois","5","Adolph J. Sabath","100",76.3,"Max Price ","200",23.7,0,0,0,2
"12901",1944,"Illinois","6","Thomas J. O'Brien","100",59.9,"Charles J. Anderson, Jr. ","200",39.7,0,0,0,2
"12902",1944,"Illinois","7","William W. Link","100",54.6,"Charles H. Garland ","200",45.4,0,0,0,2
"12903",1944,"Illinois","8","Thomas S. Gordon","100",79.2,"John F. Uczciwek ","200",20.8,0,0,0,2
"12904",1944,"Illinois","9","Alexander J. Resa","100",52.8,"Charles S. Dewey ","200",47.2,0,0,0,2
"12905",1944,"Illinois","10","Ralph E. Church","200",55.8,"Curtis D. MacDougall ","100",44.2,0,0,0,2
"12906",1944,"Illinois","11","Chauncey W. Reed","200",66.2,"Otto Joseph Hruby, Jr. ","100",33.8,0,0,0,2
"12907",1944,"Illinois","12","Noah M. Mason","200",61,"Herbert J. Max ","100",39,0,0,0,2
"12908",1944,"Illinois","13","Leo E. Allen","200",70,"Garett J. Schutt ","100",30,0,0,0,2
"12909",1944,"Illinois","14","Anton J. Johnson","200",54.4,"Carl M. Seaberg ","100",45.6,0,0,0,2
"12910",1944,"Illinois","15","Robert B. Chiperfield","200",59.3,"Ray Simpkins ","100",40.7,0,0,0,2
"12911",1944,"Illinois","16","Everett Dirksen","200",59,"M. R. Clark ","100",41,0,0,0,2
"12912",1944,"Illinois","17","Leslie C. Arends","200",66.3,"Ruth G. Fillingham ","100",33.7,0,0,0,2
"12913",1944,"Illinois","18","Jessie Sumner","200",56.9,"Carl B. Jewell ","100",43.1,0,0,0,2
"12914",1944,"Illinois","19","Rolla C. McMillen","200",55.8,"George M. Brown ","100",44.2,0,0,0,2
"12915",1944,"Illinois","20","Sid Simpson","200",55.6,"Don Irving ","100",44.4,0,0,0,2
"12916",1944,"Illinois","21","George Evan Howell","200",55.7,"Thomas L. Jarrett ","100",44.3,0,0,0,2
"12917",1944,"Illinois","22","Melvin Price","100",50.8,"Calvin D. Johnson ","200",49.2,0,0,1,2
"12918",1944,"Illinois","23","Charles W. Vursell","200",54.7,"J. E. McMackin ","100",45.3,0,0,0,2
"12919",1944,"Illinois","24","James V. Heidinger","200",58.2,"Early C. Phelps ","100",41.8,0,0,0,2
"12920",1944,"Illinois","25","C. W. Bishop","200",53.5,"Kent E. Keller ","100",46.5,0,0,0,2
"12921",1944,"Illinois",NA,"Emily T. Douglas","100",52.3,"Stephen A. Day ","200",47.4,0,0,0,2
"12922",1946,"Illinois","1","William L. Dawson","100",56.8,"
William E. King ","200",43.2,0,0,0,2
"12923",1946,"Illinois","2","Richard B. Vail","200",51.3,"
William A. Rowan ","100",48.7,0,0,0,2
"12924",1946,"Illinois","3","Fred E. Busbey","200",57.2,"
Edward A. Kelly ","100",42.8,0,0,0,2
"12925",1946,"Illinois","4","Martin Gorski","100",70.7,"
John T. Parsons ","200",29.3,0,0,0,2
"12926",1946,"Illinois","5","Adolph J. Sabath","100",71.6,"
Michael A. Francisco ","200",28.4,0,0,0,2
"12927",1946,"Illinois","6","Thomas J. O'Brien","100",52,"
Harold C. Woodward ","200",48,0,0,0,2
"12928",1946,"Illinois","7","Thomas L. Owens","200",55,"
William W. Link ","100",45,0,0,0,2
"12929",1946,"Illinois","8","Thomas S. Gordon","100",77.3,"
Scott John Vitell ","200",22.7,0,0,0,2
"12930",1946,"Illinois","9","Robert J. Twyman","200",51.3,"
Alexander J. Resa ","100",48.7,0,0,0,2
"12931",1946,"Illinois","10","Ralph E. Church","200",64.7,"
Harold H. Kolbe ","100",35.3,0,0,0,2
"12932",1946,"Illinois","11","Chauncey W. Reed","200",74.9,"
Louis William Oswald ","100",25.1,0,0,0,2
"12933",1946,"Illinois","12","Noah M. Mason","200",69.1,"
Richard G. Myrland ","100",30.9,0,0,0,2
"12934",1946,"Illinois","13","Leo E. Allen","200",77.8,"
Michael M. Kinney ","100",22.2,0,0,0,2
"12935",1946,"Illinois","14","Anton J. Johnson","200",62.1,"
Carl E. Wright, Jr. ","100",37.9,0,0,0,2
"12936",1946,"Illinois","15","Robert B. Chiperfield","200",64.3,"
Henry D. Sullivan ","100",35.7,0,0,0,2
"12937",1946,"Illinois","16","Everett Dirksen","200",67.5,"
Hans A. Spading ","100",32.5,0,0,0,2
"12938",1946,"Illinois","17","Leslie C. Arends","200",71.2,"
Carl Vrooman ","100",28.8,0,0,0,2
"12939",1946,"Illinois","18","Edward H. Jenison","200",65.1,"
C. E. Spang ","100",34.9,0,0,0,2
"12940",1946,"Illinois","19","Rolla C. McMillen","200",62.5,"
Olive Remington Goldman ","100",37.5,0,0,0,2
"12941",1946,"Illinois","20","Sid Simpson","200",58.8,"
Don Irving ","100",41.2,0,0,0,2
"12942",1946,"Illinois","21","George Evan Howell","200",55.1,"
Roscoe Bonjean ","100",44.9,0,0,0,2
"12943",1946,"Illinois","22","Melvin Price","100",50.7,"
Calvin D. Johnson ","200",49.3,0,0,1,2
"12944",1946,"Illinois","23","Charles W. Vursell","200",54.9,"
Homer Kasserman ","100",45.1,0,0,0,2
"12945",1946,"Illinois","24","Roy Clippinger","200",58.9,"
Edward Hines ","100",41.1,0,0,0,2
"12946",1946,"Illinois","25","C. W. Bishop","200",59.8,"
Sherman S. Carr ","100",40.2,0,0,0,2
"12947",1946,"Illinois","at-large","William Stratton","200",55.1,"
Emily T. Douglas ","100",44.5,0,0,0,2
"12948",1948,"Illinois","1","William L. Dawson","100",67,"William E. King ","200",29.2,0,0,0,2
"12949",1948,"Illinois","2","Barratt O'Hara","100",50.5,"Richard B. Vail ","200",46.9,0,0,0,2
"12950",1948,"Illinois","3","Neil J. Linehan","100",52.9,"Fred E. Busbey ","200",47.1,0,0,0,2
"12951",1948,"Illinois","4","James V. Buckley","100",52.1,"Leslie E. Salter ","200",47.9,0,0,0,2
"12952",1948,"Illinois","5","Martin Gorski","100",72.4,"John L. Waner ","200",27.6,0,0,0,2
"12953",1948,"Illinois","6","Thomas J. O'Brien","100",68.4,"John M. Coan ","200",28.6,0,0,0,2
"12954",1948,"Illinois","7","Adolph J. Sabath","100",73.7,"Francis C. Sperry ","200",26.3,0,0,0,2
"12955",1948,"Illinois","8","Thomas S. Gordon","100",65.1,"Herbert F. Geisler ","200",34.9,0,0,0,2
"12956",1948,"Illinois","9","Sidney R. Yates","100",54.5,"Robert J. Twyman ","200",43.8,0,0,0,2
"12957",1948,"Illinois","10","Richard W. Hoffman","200",58.1,"Marvin J. Peters ","100",41.9,0,0,0,2
"12958",1948,"Illinois","11","Chester A. Chesney","100",50.8,"James C. Moreland ","200",49.2,0,0,1,2
"12959",1948,"Illinois","12","Edgar A. Jonas","200",51.3,"Blair L. Varnes ","100",46.1,0,0,0,2
